Date,Name,Opponent,Goals,GoalsAgainst,Throws,Catches,Turnovers,Forced_Turns,AvgHangTime,AvgThrowsPerScore,CompletionPct,ThrowingPct,CatchingPct,Win
2017-06-24 19:01,dallas_roughnecks,atlanta_hustle,21,19,323,266,47,10,6.612052631578947,15.380952380952381,0.8235294117647058,0.8825136612021858,0.9851851851851852,1
2017-05-12 18:21,dallas_roughnecks,jacksonville_cannons,22,24,233,193,29,11,6.94652380952381,10.590909090909092,0.8283261802575107,0.8961538461538462,0.9897435897435898,0
2017-04-22 16:28,dallas_roughnecks,austin_sol,30,24,219,167,35,17,5.862322580645159,7.3,0.7625570776255708,0.8690476190476191,0.9881656804733728,1
2017-04-30 15:46,dallas_roughnecks,atlanta_hustle,29,24,295,242,39,14,5.813,10.172413793103448,0.8203389830508474,0.8939393939393939,0.983739837398374,1
2017-04-01 18:48,dallas_roughnecks,austin_sol,21,17,271,219,39,13,6.239500000000001,12.904761904761905,0.8081180811808119,0.8827361563517915,0.9864864864864865,1
2017-04-29 17:51,dallas_roughnecks,nashville_nightwatch,27,8,281,217,43,21,6.193,10.407407407407407,0.7722419928825622,0.8753894080996885,0.9863636363636363,1
2017-07-07 19:15,dallas_roughnecks,jacksonville_cannons,27,28,302,275,20,7,6.8817826086956515,11.185185185185185,0.9105960264900662,0.940809968847352,0.9963768115942029,0
2017-05-06 18:47,dallas_roughnecks,nashville_nightwatch,32,23,280,227,36,17,7.305038461538462,8.75,0.8107142857142857,0.8945686900958466,0.9869565217391304,1
2017-04-09 12:52,dallas_roughnecks,raleigh_flyers,33,18,314,202,86,26,2.9846470588235294,9.515151515151516,0.643312101910828,0.7949367088607595,0.9758454106280193,1
2017-07-29 18:36,dallas_roughnecks,jacksonville_cannons,22,12,310,270,31,9,6.6949999999999985,14.090909090909092,0.8709677419354839,0.9144542772861357,0.9926470588235294,1
2017-07-15 19:17,dallas_roughnecks,austin_sol,27,23,302,251,36,15,6.428363636363636,11.185185185185185,0.8311258278145696,0.8988095238095238,0.9920948616600791,1
2017-05-21 12:54,dallas_roughnecks,atlanta_hustle,26,18,353,297,40,16,5.36040909090909,13.576923076923077,0.8413597733711048,0.9074550128534704,0.9867109634551495,1
